Category1;Value1;Value2
B;8.081979914689462;32.21625821091086
C;10.977521662707353;23.092848977759385
B;8.316544671937391;15.42912490578545
C;8.845732924627656;29.070519889656996
C;9.617607588715616;29.644188090906084
B;8.488216115598258;27.510330429077868
A;11.63713396015465;29.51835213233067
B;9.189322219753855;20.76898512769952
B;9.961839919913826;15.456489499307413
A;10.793565995920536;26.617104863253136
B;8.276202426985394;23.426798452683084
B;9.208438242855982;17.191706654534933
A;9.369340436930688;20.036429689236535
B;6.39524087834388;25.876138395442776
B;12.994848180144645;18.212270419855987
A;11.117550861182044;17.494175026378244
A;10.598265422043086;33.63313613625502
E;11.1055926370722;18.202638978151228
B;7.4818410747991955;14.22255237478877
A;9.392610814345947;25.272754829852826
D;12.108967334870227;14.431022371882584
B;8.842654354947134;31.78204182537003
C;10.197858417451245;25.114220782936894
E;10.484061044612076;24.693115611600405
B;6.83981545591583;28.107519851553043
A;8.698299845697509;29.176570225030545
C;10.837692043490698;19.48035378441728
E;10.00719539876088;13.7702099248969
B;13.742477640243886;11.902717049056664
C;10.61476161083791;27.86177368052026
D;5.6816751798512435;33.93724149350542
A;12.755368646570687;9.977236450255452
C;7.170741589387161;22.72397952137173
B;10.537392119661785;17.200337428670547
B;10.355145353449275;28.808306829172587
E;10.304650702542869;19.01401756959549
D;10.17896915044017;14.93105765605457
A;8.19008241230655;19.381068513506882
B;11.050027600434177;13.134423437045797
C;10.240344740174928;25.21111027737171
D;8.912987708117736;30.011086831283258
A;11.090805055409268;26.855160256381733
C;14.21233194868395;16.056301117768015
B;7.605415893683585;40.619324260174785
A;8.653965914366903;29.36578971132375
B;9.544045941110163;30.494005529631778
B;7.972218537226002;12.43103072270894
B;9.6985527532026;16.97460981559509
B;8.003106047449577;31.0718036407374
B;9.834117513816969;34.96100960528786
C;11.565518005980321;22.11747740173969
B;10.240009205325899;16.784957405711836
D;9.193814680000628;15.844011681796214
C;10.58060166487824;26.298322543402083
C;10.19017287556188;26.66758355770931
B;11.09892551931527;28.61558994278038
A;9.508458033917778;6.9797396366197795
A;7.189950652193183;29.85532426860506
B;11.124659815712029;13.80152105788434
B;9.13317729639069;26.53729618560887
B;9.250474216791275;23.15459507429032
A;11.433567708121137;22.255526224145385
A;10.42215569550945;21.095098024805473
D;8.958146009000055;20.1501500177903
B;14.192944309128361;25.932168617401988
D;12.96072119662736;28.421333545098133
D;8.913165960055263;34.64200958281062
B;6.523549874409218;19.89589811894225
D;11.779391968139556;20.078700029528502
E;10.56444707514591;26.45351216141732
C;9.782756396038554;18.295138528326095
A;10.36510459886136;13.803576420815897
C;9.558480837504224;16.65914121513915
B;10.951442248453251;21.47115357093987
C;9.996479036525061;26.34709002322793
B;11.558982654715162;29.410646506704914
C;11.857713010455328;7.199796990773075
B;9.724156220119168;26.826914050403303
B;10.680537742484113;10.109823387881875
B;10.882527779837329;13.828067875831657
A;9.808575836801877;23.938464263674717
B;10.970399011930015;18.500382800079553
A;9.629646141049433;25.24397566067561
C;11.570010186790212;7.703535175372384
D;8.776131692562762;21.099979846222432
B;9.431240858883406;37.0274697556767
A;6.7325929444095625;9.724348425016556
B;7.121608126832817;30.4715955605897
A;10.444625556702514;16.11807833873815
B;9.596028185111383;26.364901956227584
A;9.819495582729338;15.546864858610576
E;12.57001183951626;-3.648984655548496
B;9.834220683748732;15.58743879401819
B;14.021312976066875;33.51345418066154
A;6.509995429736438;14.899894359704778
A;10.093232291285725;31.684669536553727
D;12.021275985713167;12.93484797183314
D;10.564034564365354;22.61503586555243
C;11.012072166321532;27.49969343003316
C;8.67614284749927;4.655535646670742
E;6.67013036632529;21.500703830122198
C;9.583883490174125;21.28720257721606
B;11.385206177851716;22.833629550789727
A;10.550826978460186;17.83187915428285
A;7.842692114307676;17.655931815943664
A;11.106934285152372;24.438599131066383
A;9.614651891299191;16.658230594406746
B;9.538244335828605;32.85042911899893
A;10.698097694149343;22.335139222689282
E;8.01310269323875;16.473269408709168
C;11.804421804093007;22.75466760789284
B;13.462629799923802;19.289859225533135
B;7.588259759092097;23.085422251078764
C;10.027153266533055;10.295290575742396
E;7.544090437742687;18.920344785644588
E;10.341299048071114;29.924555667448303
A;10.950664620167787;10.215431746328994
B;13.015807579392007;22.18067737620532
E;8.157903989849006;13.89135030597797
B;8.884924313547579;35.079236353018075
D;11.09455724075617;14.420540701786507
B;9.604060509173118;22.371844080130316
D;10.666892670499431;22.965286668770986
E;13.0264769942923;21.66237558036755
B;11.13813320606625;24.89316403542563
B;7.4992029338796415;20.98561817760769
B;12.991520372297831;23.527359346584056
E;7.363886545036648;22.190205040992442
A;11.254300101560686;17.77148924186462
B;10.07305313110001;12.083187412334274
B;10.686489121708393;14.965529557785278
C;10.024959479874168;26.213995026373365
A;10.634126618213783;28.50362846298326
A;6.171449734663591;27.977913860900316
C;10.4217525083914;24.46363152928774
E;8.13563081670655;15.03552832062677
B;8.259452875826154;21.936561151700314
B;9.82992266628782;20.873755450904
C;9.950785976559473;8.392596259377209
A;9.12252849103505;22.63426756797963
D;13.169674301827195;30.191207840434508
A;11.246726554084992;17.857042730252946
C;6.070189758132901;20.69977547653973
D;8.800002005683067;30.057497727135228
A;7.816319747317463;28.302826996067285
B;8.603531139841328;27.89649256946273
B;13.02222305821468;22.22650769347153
C;9.84505697757379;22.007137902644438
A;11.413407609210996;21.245603042255404
B;10.981670437721618;18.596103196557372
B;7.424484872505787;27.535457049114076
A;7.741883810931881;33.287807203400966
B;9.340460526102726;25.01762527297958
A;10.255765423583888;17.56037519311264
B;8.268098310316917;14.94827470477015
A;10.52505903863721;26.269441324189867
B;9.84468174849604;21.207429699354176
A;10.351915416145642;18.20441587585418
A;12.131929572032213;11.514090191363843
A;10.965020571681329;13.336318893581923
C;13.199261807758838;13.960559857363794
C;9.017737148551095;19.277142644856248
B;10.013267785648527;14.103236934328203
A;6.047702261510567;28.371501808650407
B;9.485076367468869;14.968758351404315
B;11.359740593342488;16.154350736089906
B;6.778738946044464;21.406273194810954
B;8.088299610349539;24.071022570931834
B;10.898462366491197;20.891416299222062
A;8.366063513932552;11.100244052105426
A;10.884604101894546;28.491771778974215
A;13.148637935777565;34.91303085718501
B;11.814122451574532;27.064508113756517
B;7.220071298734862;13.111202537786392
B;9.508195114216718;25.40275273317396
D;10.230767629801408;30.296455433788573
E;8.958247544291776;1.1829598695035877
B;9.496419386046782;14.186365828581806
B;9.45308841607172;25.545030740248883
E;6.2659977686259705;15.595549914755736
C;11.040326996347712;12.594249332292092
A;11.35207049652069;27.100043088031335
B;12.475853986353016;21.32469284809567
C;6.442046582366315;20.579873710628874
B;10.352257833396852;32.62309551286728
E;11.598628938024776;22.02275475959747
A;9.884023215659099;32.18325376965069
C;8.034795847619646;21.169330384925473
C;7.114740148266318;16.68651673661504
C;11.97641631282896;14.511413053510317
B;7.443379835129116;13.409082281957241
B;7.885574081328574;30.094000145353718
B;12.810673745293917;21.21595143299242
C;6.520167360666566;24.80109985523569
B;10.87703075023891;22.629824609106265
E;10.531822598158747;24.46043402825267
B;9.830597892166626;9.20241342571384
B;10.527939575645847;32.10399604319442
C;7.174627307874019;23.434783679072087
A;9.749018055085779;33.23209045246217
C;11.278233138313096;24.288831162110426
A;10.417120192584223;9.898440219863257
D;9.68777668134339;19.05658312221448
A;6.859661147197564;14.167321709029832
C;8.995592781447556;18.09540894610832
C;12.493219470416923;26.639924522488116
A;11.676042587118511;22.20444167728052
A;10.83934947598482;15.32058738148298
C;10.042585083567534;11.03102903233265
B;11.531767670285788;25.521476748753855
B;10.77324337566951;23.427822532696702
B;8.037763669291095;30.441058599383812
A;10.83067289396857;26.55674685379671
E;11.215823525719811;19.173103845238195
B;7.448499155104033;14.81911939473568
B;11.639652424757013;25.2944716217967
B;8.139459604481655;21.605214988157602
D;11.36469131096764;26.447756681195457
D;9.797929714402791;29.160070357688035
D;10.335369958446709;18.122105782241025
B;7.5901263328692945;20.349840905944088
C;11.643130210855615;17.550082631454156
A;9.401738784071684;22.647089600054798
B;8.9019658925583;19.237264815818516
B;11.982017273217766;33.3021369432021
B;8.754120199386264;8.666999078631507
E;10.22384626367686;25.97734926517346
C;12.604566666188985;36.19766673910821
E;8.721608156045717;19.85429661473441
A;7.885716510037262;15.33259441209401
C;9.909114578752481;27.472797929269753
B;8.821760386984371;17.61532825568426
C;9.38893007445956;19.784379964305522
C;8.341885691263753;25.71297737681052
C;8.341806830891805;20.273348185428606
B;5.924813218141231;19.042294893547517
D;7.165136032597855;23.170750884637968
B;10.063211274296705;19.811083632666428
B;9.854852450831915;20.236992649108135
E;10.611654052915252;23.550717224585828
C;11.997907751529603;26.061018595995193
A;8.073955182302804;26.66097462483169
D;9.652733790036732;37.225821040539884
B;8.722888079119553;14.368149863029513
B;10.679700537180189;13.93917345404746
B;8.349140019322393;20.66179042162805
B;10.770395131093593;25.868465106219997
D;7.459216008682304;29.074975050591718
B;10.194068292646541;19.91587193902712
B;10.307227952256095;22.09902374026447
A;11.869746147070316;25.30598449639885
D;10.792978038044792;27.17477889397583
A;11.45974267724863;14.3748745474171
A;10.226174536295268;35.32128201699342
E;8.522599125301536;34.62650464000923
C;8.205980780105039;27.387349204662264
C;10.150474120799805;24.497794015410342
B;8.44687077227739;28.491066658598267
A;7.797457463473703;25.287475852608125
B;5.799973837699188;27.04328085013102
B;7.913057540143996;10.870839864678686
B;7.932520690540947;35.00646090892374
B;7.0300904055146605;23.891338280381916
C;11.202522904476435;36.22707224569314
A;6.774803614479907;16.9093912489621
B;9.962398181834654;30.468670188131277
C;10.07332569240278;30.90167238365429
C;8.71071858031186;19.127697724806364
A;8.227769359998815;22.457798810327343
A;9.20321749790107;26.532520691594893
A;11.288427037341759;22.791563647334875
B;11.168377645870693;24.609201844165117
B;9.089561184641303;20.833397481108452
B;9.261489652322842;25.76762933114269
B;12.00646886409982;11.259544696986975
A;8.059503975418284;26.828721611001615
B;9.834394029854687;23.686946208167463
B;11.389786552284258;14.444357188681705
B;12.039643884573172;14.376486225539546
B;7.916387657756079;22.854966402188925
C;10.636004494185146;20.15575605065521
B;9.830598953013746;22.77657774748525
C;6.5796578796578675;26.9865002700611
C;8.04158206346613;21.061189933508373
B;10.85914426791303;16.64454810147638
B;9.71545460732082;27.910256477442672
D;9.796803538549954;24.24613662826653
B;7.622017951102382;27.698445187888556
B;9.329935902014345;19.265896697433615
B;10.87094725229679;18.140521382830162
B;11.60291505452829;22.99725575484756
C;10.85002756240983;21.20121248702639
C;10.40001858047744;20.374341918486003
E;8.783712535997266;8.198863948507844
B;14.307858471213766;26.18723562460165
B;11.266180937505206;32.92479757397242
B;6.160518506534965;25.358310221608747
A;8.116602960461911;22.982333988940564
A;10.113163320918293;20.51224465330623
C;7.920264537525701;23.655479448545716
A;11.643236294045428;14.68669725185445
C;10.311550531759043;23.00376069262089
B;10.329429893760596;15.591464236464267
C;9.10907323049499;14.520358161908412
A;13.144443076222359;24.43399553792612
B;9.977170748477917;14.677023915539234
B;8.065391556313692;14.752895010534408
A;6.753220300358377;26.98705543647545
E;10.348798927776343;12.52277613732513
A;9.366972577543127;27.454810252415108
E;7.675091409599779;27.526781751253992
A;10.45882059221997;27.253694323380877
A;8.348453171257766;13.128567761254969
B;7.827560872509032;25.963265691545615
D;9.593921480197928;27.555896833057123
E;7.780340271892135;25.803101923273083
B;9.71037765680837;16.591948318142947
A;7.478623876959908;27.130363731752517
C;8.288779621793603;10.982385165123935
E;13.729935255592324;19.770760720446134
E;8.09201313205847;17.01051808232937
B;10.056582577411673;30.20386395542351
A;14.556453768871872;18.718861056855935
B;9.686283559266132;16.311673080150197
E;9.141284236185255;24.354599571598698
B;6.961155068888856;11.25816185149905
B;11.136500876908098;16.371191797701297
E;5.5417969995236;10.83701110205038
A;7.08146113476281;22.04432572153536
A;9.416999731704905;12.552912481659256
B;12.53964962187831;13.652370161982457
E;13.294197434074377;18.331203787473765
A;11.911327461874674;15.683916091246324
B;10.092553052137243;25.617903858032307
E;8.664489290111078;31.8939711072526
A;10.547974527234894;26.889196945071646
E;12.177830274241133;28.082422736280545
A;9.360191264923513;9.259587134839755
A;11.726370872668737;18.613599268129313
B;7.38723218055827;26.469557126698234
D;9.764324039359535;24.60111921114234
B;9.145129237066572;23.624846230055642
A;10.502253724117349;10.400787389027943
B;8.884963410675262;26.426147918256234
A;8.57825018346603;35.59938564590759
A;9.646249450309476;16.580846958191227
C;8.928638699192405;14.818468512506985
B;7.9515087620692135;22.877413256565998
C;5.553365734504177;21.81591273697279
A;12.743403775572721;21.258368581935038
A;6.281155908741097;26.280242007276268
E;9.145023838940567;12.975768298655222
E;9.687478642390891;27.111103190625645
B;12.349808980277778;12.72790176779338
D;9.170307937148875;9.438878777867298
C;9.911650546024271;29.189206597062384
E;9.812315132720608;27.60334483248792
B;10.776286138824373;24.000035348854535
C;11.96387653364286;25.505252137798706
B;8.462131930089791;29.159271154742946
A;9.509943926318998;25.984571148015675
B;6.636691518696223;17.847283174383048
B;6.79922258107609;26.561211722438827
B;7.315057765781356;14.395264398153136
A;6.713057917752302;23.2217297015945
B;10.930491744766755;8.830662514296487
D;9.901867956235574;22.239567850240785
B;8.03746269365651;22.341287238108464
A;13.947494013400476;19.816843551464885
C;10.133214167944312;11.813515008316855
D;11.695476234874;8.885710422187302
B;10.76613550269095;25.771655664908145
B;8.888747171900734;16.461679446019673
B;8.9639911090025;26.192001402878546
A;10.932405143369241;19.469257219395715
E;9.949944954338294;19.006179508818494
B;12.92812591851581;6.475002281318146
C;11.136932825350229;25.480192067061548
B;10.918539752540266;21.31169577445793
D;8.430243732327066;16.906906291427692
D;8.015088675421804;15.096112202434977
B;8.225731244820041;9.307746982205371
A;13.61880550583454;13.59109018802533
B;7.907474114116132;29.146776609493752
A;7.693356578034599;22.68565155421074
B;10.946766090550861;30.233146111027054
B;8.58578997895377;25.478577032225648
A;9.544163953561407;17.414291348504793
C;5.487192558445967;23.161338377979824
B;9.706316060701814;8.774892332902452
C;9.68050330508418;28.33851548148476
A;8.75307472863955;19.337582109952415
C;9.08539361720198;20.610825677800005
E;9.535917934535671;22.048640714961614
A;10.666383004876991;21.622949309913015
C;8.65619214855969;21.680889290915257
D;11.094315130218652;20.222064369928308
A;11.463782711502486;15.887514560066759
A;8.645293731167904;18.141330426341053
A;9.7160308827687;9.588663027485445
B;10.687790667910816;22.564247141447005
B;6.1426214703783515;10.19592148233557
A;8.728923984533276;24.753038285591295
E;13.358274249970123;16.4913241167672
C;7.282065421522448;17.03959157262614
E;8.709194937054345;7.242086737654192
B;10.487690511542548;20.52547106129331
C;10.467563682839668;14.565218097885115
B;9.955727891658098;22.303019552710055
A;9.210950292819135;20.38578082326861
E;9.337624579265224;19.535666379694536
E;10.164835760989424;24.561848224198933
A;11.188128746575039;17.18099084105223
D;8.84083049846641;17.364037316861378
B;7.303491318305305;16.057830866560753
A;9.250113580390751;18.69856380894808
E;13.319694498290252;17.741990990681675
B;10.352054499621925;24.76371691622925
B;9.90797230228885;24.219149942721305
E;8.041296908847318;17.864347655908237
B;7.496408153237882;15.647884174489327
E;10.180960684088017;17.572552834760103
A;10.169765651769534;24.038341514241147
A;10.297427169701727;18.587129186716062
B;8.103214452052471;18.607437783887505
B;8.988219508591735;12.19463766665511
B;9.098642747427766;27.580735694186142
C;8.607416551439464;17.28323133262881
C;8.57608638233508;20.466164801643913
B;8.686983202832645;27.27063967489759
A;6.6087302634595675;8.524617808772605
A;8.47543996947574;18.374771260167236
B;6.418813065217568;26.46002095470239
A;8.717471009241452;12.212552326714704
C;12.364156644481504;15.09905566309612
C;7.360492985474985;18.627522861484465
C;11.574432121673313;19.34108848506256
D;5.867768313215731;18.283397860356168
B;10.466019724158473;19.995772000922763
E;6.767534591403651;13.497743091257691
B;8.015874930849524;14.941596162322266
D;9.965744713681818;18.19625925469035
E;10.470593057938558;17.46315610763213
C;8.799712277331478;28.559362875924027
C;12.472720868200899;18.704044313846204
D;5.774446323756817;23.162617639334957
C;9.684616289308087;29.53943229338755
E;10.867420809953035;19.982009351215513
B;9.322578995647124;20.65385992830271
B;10.502340291889864;16.99761004354487
B;9.795601000706807;20.739753567098436
B;10.936099690840571;15.02351449344389
B;9.702784704866048;20.835297997918186
D;11.607255809150002;26.849875392478598
B;10.626673069817185;14.333442718263989
E;9.235588296672566;23.87912464808947
B;9.531595034271133;26.002382029820424
C;9.7718714045551;14.50103411660201
B;9.601331246639333;29.091151662742917
B;13.913124932409993;20.411377482941177
B;8.688066773924323;24.7485722513062
A;9.357642290104513;24.693717563688416
C;11.102397665355713;24.65556909930006
E;11.219168246133345;22.044718614250854
A;11.31244240201979;23.07647575125642
A;10.151677505729328;23.271055375606533
A;10.919706221168559;14.93070793017163
C;13.282489364822542;28.911616541715002
E;11.807376299792791;17.08341360577995
A;9.531114640153943;20.948317403911464
A;11.70723022540086;15.908264919795103
C;11.963860708090234;30.84713885493222
B;13.011032841823376;28.72134963719696
E;11.802939914238664;22.73925949207094
C;8.40408244219893;27.35015843178575
C;10.71253823666597;34.60424127546312
E;9.823314079385778;21.916098104022474
B;9.810468128561508;28.883803693211867
A;9.404586324310003;23.560595772185486
A;10.106944084453904;10.644495928064394
E;10.822558671968766;18.42270573515541
B;9.6698569077828;31.48260603286154
A;10.470533026921723;20.907033441090892
E;7.929605722307388;28.288800403003343
A;8.850699594857634;18.78798174937111
A;8.714684395988991;18.626872847614628
A;10.720178305509272;27.03573030457155
A;10.792857450039921;28.94288662023095
B;8.72356121814202;20.912396412210867
B;10.134196816622689;12.453898526145077
D;9.962052653392867;11.944886098256838
A;5.891149327069339;27.41018967896539
A;8.164480398961082;22.012351066880115
C;10.562518643865385;17.8807910839191
B;11.572514435388127;24.56826640214029
D;9.284782296404243;24.80232713020561
A;10.240480507087955;28.138553254871983
A;12.186553112004507;21.99150411988571
B;10.832791874522938;30.74452706907705
B;9.73323978503399;32.57316683926298
B;11.893228282941607;19.663796658889197
B;9.881493333424558;19.037636473939415
D;12.100728825835306;29.84940011770562
B;10.598730919790187;27.55750059044844
E;9.266665340343962;20.833573013365047
A;10.03521732338867;4.792164084014983
A;10.61527740865617;21.34397698540212
B;8.530331643513287;21.741053821867062
A;8.850107379996016;24.178862987941947
A;10.474764219012254;17.4605555439166
C;10.078240337431104;19.293789110808937
D;5.809111197376824;24.567166086912877
A;15.36495813413877;16.195471449084486
A;10.224743152589639;16.61812367278344
C;10.93712795279701;24.170042397451855
B;12.20468377654392;18.404726847977223
A;12.271626898946169;18.140331836024465
B;10.590759100342492;20.406290187889038
E;13.330616037306154;16.205579395451537
A;8.209842039825691;17.53523793947081
C;9.181240274473634;9.519610188014228
C;7.9841579738246065;14.182885590778918
D;12.30533522131617;26.75522312127768
A;8.672236724827531;13.849945489367158
B;9.38881999095356;22.478052189683567
A;9.397412881364094;18.471287203280166
B;16.20570282840759;14.297963503842627
A;7.550572424417032;20.511044705061984
B;12.4534979801367;17.109296625025312
D;11.316576793094146;21.33053294634035
D;8.696766366083871;23.046041450371945
A;10.688791449530187;19.628103327604787
B;10.351017578945031;20.19109275935298
B;10.096539136119814;18.67522566223777
B;7.548763788062404;14.850049894411006
B;11.144113328785375;3.562499900387028
E;9.488102992113843;15.995169145485825
D;8.222460669565603;14.111456062144676
B;11.906168460526299;26.85887599861828
A;11.034047861540083;17.021977223613494
D;11.453439137046551;15.140332164986805
D;10.792137025581127;23.17463484536403
D;7.046714536126024;27.794878826102167
B;8.884130088753585;8.952468353218045
B;9.480010810741478;26.45839101909958
C;7.885179346244753;29.863209238190294
B;7.096832452703464;14.680495137177903
B;8.62524351620329;12.876249114321723
E;12.076298795300701;17.02575801560273
E;7.584286089926085;33.063711160093895
A;10.170631453176448;31.767166632207648
D;12.223397772464324;18.949361552458658
B;9.946238247399839;15.1640448066426
B;9.208751531588755;26.802958729151452
D;7.772040372977302;21.714027585872575
B;8.624216081731623;25.193071505839203
B;9.637124830597028;19.426650171218796
C;6.034770829646501;11.821823301216412
B;9.995882205996667;23.620150326946984
C;13.527190112495997;7.716309144549234
C;7.8665346208119225;21.70274449431667
B;12.522559125576839;25.253508339679126
C;8.785518865624118;26.618934175799417
B;11.683134966737795;24.04985215966029
B;12.17019584849456;18.869942613166877
A;9.973797197649308;22.7167181905525
B;8.182630443789856;13.04399313860497
C;9.092012868285273;29.903137735747304
A;8.221135789340691;21.798166979691345
D;9.005573125603217;16.725839316025077
A;11.88320180023975;26.993111204629564
B;7.98444757385501;13.475485660525656
A;11.004631774812346;20.842150375641612
B;8.776031182724246;15.042044440753042
B;7.885644860210767;7.694215984031516
E;7.7815762557575905;20.204606361355598
D;11.992649471250086;22.415069803409047
B;11.518803515827962;14.551426131888377
B;9.328074612252502;27.10737613669562
D;8.886090418041666;20.827926000282044
B;5.917187486284568;25.849112445791658
C;7.270253985652822;17.611938326056297
A;8.86829943858894;28.448331272221186
B;10.273906853221272;17.275423308668316
A;7.69606396585453;20.759877772267327
B;9.106365925036519;22.757080353188535
E;7.949439439435835;17.06189211210825
B;9.278864023858052;17.143182977360755
C;10.9412876121967;24.70221142715414
A;12.134420812037957;16.66107522123415
A;8.168954756393282;27.892206620123275
B;10.250213609021072;21.343062720749
D;10.089769690350506;14.358565512569847
E;13.523803984048127;24.36835949706895
C;9.356569414590087;27.75292970058951
C;11.043189297847704;24.587652453552742
A;8.569762038789975;25.8112663924179
C;7.96883614053238;23.04974733100112
C;9.530734451567161;22.743971708859664
B;9.019660037795814;30.542535374043467
A;9.399267222453723;16.259337258787973
D;10.989532157676106;15.219049010437057
B;11.005611146336092;22.015138886565655
A;8.515539094926586;15.304554000410395
B;8.494352569904347;18.285830476880918
B;8.193774158869607;15.266537354971032
C;10.959804696912851;18.588394839725396
A;10.183774596032407;17.06209529706893
C;9.93519523584406;21.61370118066255
A;8.185438759693778;19.623226573606754
A;10.10643060654528;24.014464686188937
C;8.706975830688776;16.882997109745432
B;10.639210921086033;19.930567398208847
C;8.588451743443173;32.67967614574019
B;9.68173787505545;26.401851436781488
A;9.638713340903978;12.869779144220034
D;12.152851779388051;8.209984732578391
B;11.367223931437476;15.716232960805208
D;10.98477561737403;25.752201186324044
C;11.28996405626691;17.75560383312708
B;14.30201897918555;13.825975213935553
D;9.784482721876069;23.422359101231763
D;10.440267488057659;15.459447632141188
B;9.093023849800648;24.777781653472854
D;10.594321389168197;13.747570783601951
A;8.401950420756052;21.07133941554772
C;11.143250930804864;27.170632976507978
B;6.828741465149837;34.743557601254736
C;11.448201839307792;19.050131084571483
D;4.319570140982774;21.309917045550147
B;10.801999570080522;34.32523742249764
E;6.912589084772867;27.311205830098487
E;6.086233530234466;27.711961438685364
B;11.06461744481035;16.123788225322063
C;11.820025485382336;24.506355104468675
B;11.326592269237043;36.407628163114126
A;8.370051231369827;19.425593239910206
D;12.544526657163605;17.02205220297172
A;9.766966119005165;21.79990982348383
C;10.346519944878306;19.87144180972015
B;4.7422330088535425;24.519375639679897
A;9.414924605709906;21.1199699378865
D;10.502518309431728;30.46897201228797
A;9.170010546648037;26.45068931604424
D;11.262524348840977;31.792699688653563
A;11.588595104604533;23.215564760514926
B;13.05847384742206;26.864582838258013
E;8.098003478153368;15.957142663171545
A;8.743026177108945;26.769950088426135
A;10.312444418945791;31.317311732447692
B;11.717504697581713;21.538977701209173
B;6.275304898132708;15.90728820451054
A;10.3753481352039;12.720474912437279
B;9.757140861210793;23.19426856472026
C;11.913236797392269;23.49108684734834
A;8.028682214195772;26.426340450771956
C;11.310045566675091;20.76492269847264
B;9.321160083544399;12.124041564099706
D;12.840516670504607;19.12318516115571
D;10.302044349791494;7.4962966375766715
A;10.749552526179055;29.542800907129696
C;10.640634741579774;20.914361315371107
B;8.505370827077893;19.695377160448803
B;8.508962064483335;25.609796985319242
B;8.555166616067224;15.44964058666391
C;5.3740628095582705;18.23530905720257
B;6.249901717949955;26.021971159711907
B;9.073742424382756;15.235743591416929
B;12.651049663057835;23.61580257665018
D;10.02740361225719;19.7584594395568
A;8.54925129856507;26.651218376560415
B;11.107235643039159;34.658247062604865
B;10.770159455997291;21.67300049850508
A;7.975934537792124;30.77158365838931
A;8.99186154232339;20.575003736008405
E;6.777249642683474;22.45831321107815
B;7.3710357117011664;24.071061718706943
A;9.089900924229362;13.808790033942103
C;11.936200166589739;27.63779157064746
C;10.848990135946936;17.52845310145875
B;12.489364725209452;24.13371204801167
A;9.075881432198983;10.82071214440942
E;11.372640228759096;21.149974876846002
A;7.448225476521078;24.052831784248717
B;10.647564261523142;22.560505186100173
B;7.28145741960288;34.085229405785796
B;11.554734962167045;30.562796943756155
C;7.62435824656296;25.554601794473882
B;11.629975256523487;17.336232936497684
C;8.022352583371962;18.499711031639574
C;9.805143634192486;18.393278962842274
B;9.133870973013511;12.689025614395273
C;7.391464598780305;19.302467123564952
B;11.791284876690144;28.971946333075888
A;11.233237003850723;27.415844786065065
E;9.543405162382875;28.420653492566235
B;9.67066852437073;17.814902426595232
A;9.788048393617323;32.26538988916019
A;11.172939271450584;30.613020435428794
B;10.196189792054673;20.993082414069615
D;9.840343560145964;22.43873766967054
C;9.477299551323878;24.358935815143283
C;12.208135229900668;24.874335373135352
D;11.950882530115559;24.559474548518338
D;9.719001672987961;21.2304177517821
B;11.59778132210974;15.970983860436455
B;7.121448286841575;20.72135664971241
B;7.804664205252536;22.453760776113427
C;10.58350071436518;10.1780422156372
A;8.227451950812465;33.471055916121934
A;7.686875319058081;22.529182885506525
A;9.734302343567055;24.98726978312523
B;9.630431333609941;18.268838815473124
B;10.79706814475152;20.24000677164641
E;11.134828567533141;14.344080532194114
B;8.913895605902699;17.093392867631188
A;10.922004411985268;14.24550101807265
B;8.386423546912727;26.843903676500158
C;8.66804567353922;6.342760203294793
